METADATA,Execution time: 2025-11-16 19:12:03,,Total projects collected: 1820,Total pages processed: 200,Duration: 43.50 seconds
82,2511-150622-04-01-886713,20251105114656147N,X643线公益盖至沙坪梁K29+072～K31+308段水毁维修工程,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
82,2511-150103-04-01-735024,20251105111919957N,呼和浩特宠物公园,社会事业项目备案,批复
82,2511-150627-04-01-581345,20251105111155894N,伊金霍洛旗德隆矿业有限公司首采区回填治理项目,环资类备案,批复
82,2511-150303-04-01-333671,20251105110803887N,乌海市永固矿山机械设备有限公司矿山机械设备制造项目,旗县产业类项目备案,批复
82,2510-150725-04-05-996916,20251105110625880N,陈巴尔虎旗建筑垃圾资源化利用工程项目,城镇污水和生活垃圾处理（除垃圾发电外）项目可行性研究报告审批,批复
82,2511-150621-60-01-614243,20251105110623878N,鄂尔多斯市中润商贸有限责任公司智慧充电站建设及运营项目,加油站、加气站、充电桩项目备案,批复
82,2511-150105-04-01-100229,20251105105812833N,赛罕区儿童友好城市活动中心及配套基础设施建设项目,城市基础设施项目备案,批复
82,2510-152571-04-01-514510,20251105105739832N,乌拉盖管理区巴彦胡硕镇排水设施更新改造建设项目,城市基础设施项目可行性研究报告审批,批复
82,2511-150824-04-02-921671,20251105105719829N,巴彦淖尔市乌拉特中旗供电分公司2026年计量装置轮换工程,能源类的项目备案,批复
82,2511-150204-04-01-491572,20251105105634824N,禾茂大厦停车场新建充电桩项目,加油站、加气站、充电桩项目备案,批复
117,2510-150902-04-01-718172,20251030180938560N,乌兰察布市市本级人才公寓建设项目,保障性安居工程改造项目可行性研究报告审批,批复
117,2510-150521-04-01-688465,20251030180728558N,科左中旗宝龙山镇永发机砖厂11000万块/年煤矸石烧结砖生产线建设项目,工业项目备案（发改）,批复
117,2510-150603-04-04-688595,20251030174632539N,鄂尔多斯公安局办案部门（政保、禁毒、反恐）接报案及远程取证系统项目,信息化类项目可行性研究报告审批,批复
117,2510-150124-04-01-624806,20251030173311530N,：内蒙古生力资源砂石开采有限公司二道咀1号矿区建筑石料用灰岩矿项目,工业项目备案（发改）,批复
117,2510-150622-04-01-768319,20251030173201527N,准格尔旗2025年沙圪堵镇、十二连城乡自然村通硬化路工程,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目项目建议书审批,批复
117,2510-150424-04-01-893103,20251030172305511N,林西县益兴生物科技有限公司有机肥及饲料添加剂生产建设项目,工业项目备案（发改）,批复
117,2511-150622-60-01-924490,20251030172229507N,准格尔旗乌拉素煤矿3MW全额自发自用光伏项目,光伏电站项目备案,批复
117,2510-150522-04-04-699548,20251030171433479N,科左后旗紧密型数字县域医共体高标准建设项目,信息化类项目初步设计审批,批复
117,2510-150521-04-01-424680,20251030171405477N,科左中旗花吐古拉三家子志伟砖厂年产12000万块页岩烧结砖建设项目,工业项目备案（发改）,批复
117,2510-150824-04-01-502946,20251030170820462N,内蒙古海明矿业红格尔水库供水工程上游连接段建设项目,农林牧水项目可行性研究报告审批,批复
48,2511-150203-04-01-426655,20251110114213283N,广沃恒源固废贮存项目,工业项目备案（发改）,批复
48,2511-150524-04-01-256302,20251110114151281N,库伦旗自来水厂原水输送及处理工程,城市基础设施项目建议书审批,批复
48,2511-150172-04-01-744117,20251110113447147N,沙尔沁镇海胜秸秆精加工颗粒项目,工业项目备案（发改）,批复
48,2511-150802-04-01-262204,20251110111855998N,巴彦淖尔市瑞诚能源科技有限公司CNG母站建设项目,能源类的项目备案,批复
48,2511-150524-04-03-520894,20251110111100873N,废弃动植物油脂加工项目,工业项目备案（发改）,批复
48,2511-150121-04-01-825512,20251110110609859N,内蒙古锐星科技有限公司农产品仓储建设项目,仓储物流类项目备案,批复
48,2511-150621-60-05-925224,20251110110411844N,蒙充新能源达拉特旗自然资源综合服务中心充电站,能源类的项目备案,批复
48,2511-150207-04-01-206146,20251110105506822N,九原区麻池镇永茂泉村脱水蔬菜加工厂项目,农林牧水项目备案,批复
48,2511-150923-04-01-612423,20251110104737783N,商都县中金矿业有限公司年处理硅石矿5万吨联采联选建设项目,工业项目备案（发改）,批复
48,2511-150172-04-01-275068,20251110104735781N,沙尔沁镇丰稷农产品仓储项目,工业项目备案（发改）,批复
64,2511-150627-60-01-101661,20251106164717737N,张磊、杨双喜、袁志昌、王朋、王会生5户250KW非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
64,2511-150824-04-01-568243,20251106164656730N,乌拉特中旗骑兵营军事文化拓展体验园绿化硬化环境整治工程,社会事业项目备案,批复
64,2511-150627-60-01-308341,20251106164434728N,刘昌子、张美叶、张翠玲、武玉真、武全胜5户240KW非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
64,2511-150627-60-01-245466,20251106164226723N,孟万厚、张治国、李绵则、张建兵、李香连5户250KW非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
64,2511-150627-60-01-305340,20251106164040721N,刘磊、李占彪、刘玉林、刘志平、贾玉师5户250KW非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
64,2511-150821-04-01-368206,20251106163910713N,五原县陕西锦钰隆鑫建设工程有限公司五原县7户非自然人装机容量250KW户用分布式发电项目,光伏电站项目备案,批复
64,2511-150627-60-01-293541,20251106163840708N,王丽、张树明、张桃、折丽霞、张占年5户250KW非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
64,2511-150627-60-01-907263,20251106163657685N,尚成仁、高荣、马玉林、高巨怀、白龙5户250KW非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
64,2511-150821-04-02-193846,20251106163535682N,巴彦淖尔市五原供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
64,2511-150627-60-01-866031,20251106163457679N,神东中心矿区二期供水工程（乌兰淖尔10kv以下供配电）工程,能源类的项目备案,批复
38,2510-150428-04-01-503305,20251010144955157N,喀喇沁旗颢冉农业观光专业合作社肉牛养殖圈舍建设项目,农林牧水项目备案,批复
38,2510-150123-04-01-461916,20251010144500152N,内蒙古利丰养殖育种有限公司生猪养猪场扩建项目,农林牧水项目备案,批复
38,2305-150222-04-01-535839,20251010144442149N,春坤山景区提档升级新建顶目,社会事业项目备案,批复
38,2510-150304-07-02-661065,20251010143608133N,内蒙古宜化化工有限公司浓盐水资源化利用项目,工业项目备案（工信）,批复
38,2510-150926-89-05-883751,20251010142940126N,草种基地建设项目二期工程,农牧业项目备案,批复
38,2510-150203-04-01-549662,20251010142349114N,蒙西地区2024-2025年独立储能电站接网工程（卜尔汉图储能站临时220千伏线路工程）,《核准目录（2017）》规定的除国务院投资主管部门、自治区投资主管部门核准外，其余电网工程项目核准,批复
38,2510-150203-04-01-568525,20251010122604702N,蒙西地区2024-2025年独立储能电站接网工程（卜尔汉图150万千瓦独立储能站220千伏线路工程）,《核准目录（2017）》规定的除国务院投资主管部门、自治区投资主管部门核准外，其余电网工程项目核准,批复
38,2510-150703-04-05-856826,20251010121146693N,扎赉诺尔区灵泉镇草原生态环境治理以工代赈项目,农牧业项目建议书的审批,批复
38,2510-150925-04-01-196257,20251010120958690N,凉城县行政单位办公楼消防改造工程,城市基础设施项目建议书审批,批复
38,2510-150625-04-01-737149,20251010115320656N,杭锦旗独贵塔拉镇3号点绿化项目,林木种苗建设项目项目建议书审批,批复
121,2510-150502-04-05-895552,20251030152356920N,科尔沁区2025年建国镇张士海光伏发电项目,光伏电站项目备案,批复
121,2510-150424-04-01-794542,20251030151952903N,林西县统部镇福龙家庭农牧场肉牛养殖棚圈建设项目,农林牧水项目备案,批复
121,2511-150302-04-01-994922,20251030151739883N,海勃湾产业园北区物流配套服务站,城市基础设施项目备案,批复
121,2510-152922-04-01-688800,20251030151705881N,内蒙古海洲能源有限公司华腾新能源装备制造项目,工业项目备案（发改）,不予许可
121,2508-150502-04-01-109310,20251030151407864N,2025年供热管网维修改造更新工程项目,城乡建设领域初步设计审批,批复
121,2510-150721-04-02-626908,20251030151128861N,阿荣旗新发乡新发村酱菜厂项目,政府投资社会事业项目可行性研究报告审批,批复
121,2510-150207-04-01-353485,20251030150932859N,硕林新能源充电站及充电桩建设项目,加油站、加气站、充电桩项目备案,批复
121,2511-150821-04-01-280158,20251030145426838N,G6高速临河服务区（北京、西藏方向）停车场充电桩建设项目,加油站、加气站、充电桩项目备案,批复
121,2510-152527-04-05-912737,20251030145027834N,太仆寺旗锁子养殖家庭牧场项目,农林牧水项目备案,批复
121,2509-150571-04-01-160157,20251030144906831N,通辽经济技术开发区北部片区雨水提升泵站工程,城市基础设施项目初步设计审批,批复
168,2508-150602-60-01-267407,20251024170543429N,恺畅酒店（泰宝大酒店）新建充电桩项目,加油站、加气站、充电桩项目备案,批复
168,2510-150782-04-01-527896,20251024165526413N,牙克石云泰建筑工程有限公司自驾露营度假区建设项目,城市基础设施项目备案,批复
168,2505-150121-04-01-117801,20251024161347262N,内蒙古富强热力管道安装有限公司防腐保温生产厂区扩建项目,工业项目备案（发改）,批复
168,2510-150802-04-05-597867,20251024164917395N,A-10-01号地块商住小区建设项目,房地产项目备案,批复
168,2510-150782-04-01-736106,20251024164736389N,中汽股份呼伦贝尔智能网联新能源汽车全季冰雪试验基地,旗县产业类项目备案,批复
168,2510-152527-04-05-332361,20251024164244366N,太仆寺旗汇三建筑材料厂资源再利用生产明胶项目,工业项目备案（发改）,批复
168,2510-150103-04-01-695769,20251024163838344N,大青山野生动物园北区改造建设工程,社会事业项目备案,批复
168,2510-152221-04-01-439499,20251024163528337N,科尔沁右翼前旗然泰新能源有限公司科尔沁右翼前旗(王艳林)130千瓦户用光伏发电项目,光伏电站项目备案,批复
168,2510-150622-20-01-842852,20251024163420331N,准格尔旗瑞顺盈农牧业有限公司养殖项目,农牧业项目备案,批复
168,2510-152221-04-01-832623,20251024163135320N,科尔沁右翼前旗然泰新能源有限公司科尔沁右翼前旗(贺永胜)76千瓦户用光伏发电项目,光伏电站项目备案,批复
169,2510-150425-04-05-684954,20251024163021317N,北疆风景大道旅游驿站高品质提升项目,社会事业项目备案,批复
169,2510-150205-07-02-108716,20251024162933315N,内蒙古神龙硅业有限公司矿热炉烟气深度治理项目,工业项目备案（工信）,批复
169,2510-150525-04-01-986803,20251024162857313N,绿电制氢-200万吨绿色电炉零碳短流程铸造项目,工业项目备案（发改）,批复
169,2511-150424-04-01-228750,20251024162535305N,林西县沁河湾塑料制品厂废旧塑料综合利用建设项目,工业项目备案（发改）,批复
169,2510-150103-04-01-155693,20251024162515303N,大青山野生动物园南区改造建设工程,社会事业项目备案,批复
169,2510-150121-04-01-804247,20251024162009293N,内蒙古塞舟新能源科技有限公司呼和浩特市土默特左旗李志强1户108KW非自然人户用光伏发电项目,光伏电站项目备案,批复
169,2510-150121-04-01-654540,20251024161640276N,内蒙古塞舟新能源科技有限公司呼和浩特市土默特左旗云振齐等2户180KW非自然人户用光伏发电项目,光伏电站项目备案,
169,2510-150203-04-01-653726,20251024161435270N,包头乐园鲍鲍营地亲自然乐园,旗县产业类项目备案,不予许可
169,2510-150622-20-01-439605,20251024161113252N,准格尔旗山坡坡奶牛养殖农场养殖项目,农牧业项目备案,批复
169,2510-152526-04-01-221452,20251024153349989N,西乌珠穆沁旗60万吨高端预焙阳极项目,旗县产业类项目备案,批复
78,2511-150302-60-05-699213,20251105173133266N,内蒙古车莱电充电桩有限责任公司乌海市海勃湾区人民检察院新能源汽车充电桩项目,能源类的项目备案,批复
78,2511-150206-04-05-950891,20251105171906250N,高纯石英砂、石英坩埚、碳酸坩埚生产线及配套设施项目,工业项目备案（发改）,批复
78,2511-150899-04-02-383182,20251105171306242N,年产1200吨异辛酸钾和1200吨异辛酸钠项目,外商投资项目备案,批复
78,2510-150625-04-01-737149,20251105165849170N,杭锦旗独贵塔拉镇3号点绿化项目,林木种苗建设项目可行性研究报告审批,批复
78,2511-150404-04-01-289951,20251105165428165N,赤峰市永业大厦地上停车场充电站建设项目,加油站、加气站、充电桩项目备案,批复
78,2511-150428-04-01-597146,20251105165423163N,内蒙古千鹿山农牧业有限公司梅花鹿养殖育种特色项目,农林牧水项目备案,不予许可
78,2508-150302-04-02-538540,20251105165414162N,乌海市污水资源化利用与综合调蓄提升工程,城镇污水和生活垃圾处理（除垃圾发电外）项目可行性研究报告审批,批复
78,2511-152502-04-02-347853,20251105164130936N,锡林郭勒供电公司2025年营销技术装备升级应急项目,能源类的项目备案,批复
78,2511-150521-04-01-572408,20251105161638829N,张春生49.595千瓦自然人户用分布式光伏发电项目,光伏电站项目备案,批复
78,2508-150302-07-02-567544,20251105161223805N,内蒙古千峰水泥集团股份有限公司乌海分公司超低排放--脱硝、除尘技术改造项目,工业项目备案（工信）,批复
188,2508-150421-04-01-179430,20251023165239276N,阿鲁科尔沁旗坤都镇翁根毛都嘎查标准化肉牛养殖基地附属用房建设项目,农林牧水项目备案,批复
188,2510-150824-04-01-858148,20251023165059263N,乌拉特中旗常兴矿业有限责任公司废矿石综合再利用项目,工业项目备案（发改）,不予许可
188,2510-152201-04-04-460817,20251023164930259N,兴安盟工程建设审批管理系统数据标准3.0升级项目,信息化类项目建议书审批,批复
188,2510-150624-20-01-701319,20251023164547249N,年产5万吨生物发酵饲草颗粒与饲草料储备库建设项目,农牧业项目备案,批复
188,2510-150271-07-02-552165,20251023164201217N,包头市贵鑫科技发展有限责任公司冶炼炉烟尘深度治理项目,工业项目备案（工信）,批复
188,2510-150925-04-01-196257,20251023163843216N,凉城县行政单位办公楼消防改造工程,城市基础设施项目可行性研究报告审批,批复
188,2507-150782-04-01-860998,20251023163510192N,呼伦贝尔市牙克石林业第一中学体育运动风雨场馆建设项目,社会事业项目可行性研究报告审批,批复
188,2501-150522-04-01-824600,20251023163508187N,科左后旗2025年家和小区等6个老旧小区改造项目（完善类）,保障性安居工程配套基础设施项目初步设计审批,批复
188,2510-150222-04-05-894641,20251023162755167N,包头市世源矿业有限责任公司智能选矿厂,工业项目备案（发改）,批复
188,2510-150581-04-01-358750,20251023162551161N,南处长楼310-1栋新建房屋项目,房地产项目备案,批复
35,2511-150621-60-01-326666,20251111115534613N,鄂尔多斯市腾超能源有限公司达拉特旗王爱召镇二柜村城圪梁社屈锦孝分布式光伏发电项目,光伏电站项目备案,批复
35,2511-150123-04-01-336459,20251111115235609N,新店子村特色蔬菜种植加工项目,农林牧水项目备案,批复
35,2511-150621-60-01-983686,20251111114914595N,鄂尔多斯市腾超能源有限公司达拉特旗王爱召镇二柜村二柜社胡桂锁等2处分布式光伏发电项目,光伏电站项目备案,批复
35,2511-150621-60-01-714829,20251111114107573N,鄂尔多斯市腾超能源有限公司达拉特旗王爱召镇黑土崖村沙活子社胡双喜分布式光伏发电项目,光伏电站项目备案,批复
35,2511-150621-60-01-204430,20251111113524548N,鄂尔多斯市腾超能源有限公司达拉特旗展旦召苏木建设村永兴西社余银换等3处分布式光伏发电项目,光伏电站项目备案,批复
35,2511-150823-04-01-839496,20251111112902507N,乌拉特前旗白彦花镇查干哈达嘎查委员会福寿园一期工程建设项目,旗县产业类项目备案,批复
35,2511-150621-60-01-197422,20251111112733496N,鄂尔多斯市腾超能源有限公司达拉特旗展旦召苏木建设村下西望云社刘美玲等4处分布式光伏发电项目,光伏电站项目备案,批复
35,2507-150784-04-01-369866,20251111110005382N,莫尔道嘎森工公司生态基础设施建设项目,社会事业项目备案,批复
35,2511-150207-04-01-264550,20251111112429484N,麻池镇麻五村矿泉水厂建设项目,工业项目备案（发改）,批复
35,2511-150222-04-01-220156,20251111112226474N,铝电解废渣综合利用智造项目,环资类备案,批复
135,2510-150925-04-01-653106,20251029153141596N,2025年凉城县暴雨洪涝灾害灾后应急恢复农村饮水安全工程(第二批),政府投资社会事业项目项目建议书审批,批复
135,2509-150207-04-01-346671,20251029152842589N,民用燃气和工业丙烷以及新型高性能切割气体生产项目,工业项目备案（发改）,批复
135,2511-150624-60-01-678298,20251029152827587N,鄂托克旗乌兰镇旧图书馆建设充电桩项目,加油站、加气站、充电桩项目备案,批复
135,2510-150981-04-01-784372,20251029152642576N,丰镇市2025年红砂坝镇过水路面水毁灾后应急恢复工程,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
135,2508-150404-04-01-532755,20251029152150541N,2025年赤峰市松山区物资小区等小区地下管网及设施更新改造工程,城市基础设施项目可行性研究报告审批,批复
135,2506-150926-89-01-816023,20251029152140539N,德羊贵乳牧业道路,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
135,2506-150926-89-01-778650,20251029151941516N,环海路至乳之源奶牛园区道路,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,
135,2506-150926-89-01-182227,20251029151611492N,G110至西土坑外自然村通硬化路,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
135,2506-150926-89-01-462719,20251029151235476N,三号地至固尔班自然村通硬化路,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
135,2506-150926-89-01-521184,20251029150851460N,小土坑村至大土坑村自然村通硬化路,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
163,2509-150403-04-01-691809,20250919145553803N,元宝山区平庄镇岭上村张志伟自然人50千瓦分布式光伏发电项目,光伏电站项目备案,批复
163,2509-150784-04-01-464882,20250919144730782N,额尔古纳市紧密型医共体五大共享中心及附属工程建设项目,政府投资社会事业项目可行性研究报告审批,批复
163,2509-150802-04-01-944467,20250919144341780N,巴彦淖尔市百泰新能源有限公司临河区赵巧凤等5户460kw非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
163,2509-150502-04-05-188033,20250919144317778N,通辽市前威再生资源利用有限公司废旧电池收集贮存及废旧电动自行车回收拆解项目,工业项目备案（发改）,批复
163,2508-150429-04-01-719099,20250919144223766N,宁城县小城子镇2026年以工代赈乡村道路建设示范工程,以工代赈示范类项目可行性研究报告审批,不予许可
163,2509-150783-20-01-444908,20250919144132763N,扎兰屯市永昌养殖专业合作社蛋鸡养殖建设项目,农牧业项目备案,批复
163,2509-150802-04-01-176640,20250919144042761N,巴彦淖尔市百泰新能源有限公司临河区刘俊娥等5户500kw非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
163,2509-150802-04-01-209090,20250919143656753N,巴彦淖尔市百泰新能源有限公司临河区杜利平等5户350kw非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
163,2509-150103-04-01-355163,20250919134019730N,呼和浩特市扎达盖河流域入河排污口整治工程-污水管线迁改工程,城市基础设施项目建议书审批,批复
163,2509-150726-04-02-331825,20250919132622726N,新巴尔虎左旗嵯岗镇锅炉房改造项目,城市供热、供气项目可行性研究报告审批,批复
26,2310-150571-04-05-623264,20251112103300764N,通辽市市民公园汽车充电站项目,依据现行政策由企业投资的项目备案,
26,2511-150622-60-01-780914,20251112103014760N,内蒙古自治区鄂尔多斯市准格尔旗王秀连自然人户用分布式光伏项目,太阳能热发电项目备案,批复
26,2511-150302-04-01-825773,20251112102953756N,乌海宝骐大气治理环保升级改造项目,工业项目备案（发改）,批复
26,2310-150571-04-05-485028,20251112102914747N,通辽市市政府广场汽车充电站项目,依据现行政策由企业投资的项目备案,
26,2505-150571-04-01-975076,20251112102704740N,通辽市市医院院内东门南门停车场充电桩项目,依据现行政策由企业投资的项目备案,批复
26,2511-150423-04-05-159453,20251112102419732N,巴林右旗应急物资储备库建设项目,建设项目及业务用房建设项目项目建议书审批（党政机关及事业单位办公楼项目除外）,批复
26,2508-150122-04-01-544342,20251112101649603N,内蒙古傲星农牧业有限责任公司农牧养殖项目,农林牧水项目备案,批复
26,2508-150122-04-01-397826,20251112100658468N,内蒙古德骏农牧业有限责任公司农牧养殖项目,农林牧水项目备案,批复
26,2511-150207-04-01-394560,20251112100134454N,麻池镇农大新村温泉水资源综合利用项目,农林牧水项目备案,批复
26,2511-152523-04-01-223096,20251112095454437N,苏尼特左旗巴彦乌拉苏木垃圾收运处置设备配套厂房建设项目,城市基础设施项目建议书审批,批复
17,2511-150624-20-05-690353,20251112172330734N,鄂托克旗圣牧欣泰牧场扩建项目,农牧业项目备案,批复
17,2511-150722-04-01-670660,20251112172039729N,双龙泉村乡村街巷环境提升改造工程项目,政府投资社会事业项目可行性研究报告审批,批复
17,2511-150921-04-01-328733,20251112172022727N,乌兰察布市卓资县2026年第一批农村电网巩固提升10千伏及以下工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
17,2511-150622-60-01-705058,20251112171927629N,内蒙古自治区鄂尔多斯市准格尔旗赫永军自然人户用分布式光伏项目,太阳能热发电项目备案,批复
17,2502-150827-04-01-295357,20251112170739595N,甘其毛都口岸综合市政管网改造工程,口岸建设项目可行性研究报告审批,批复
17,2511-152222-04-01-816071,20251112170324570N,科右中旗巴彦呼舒镇十三马架子嘎查至西日道卜嘎查2026年通村路以工代赈项目,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
17,2511-150626-60-01-122695,20251112170239568N,内蒙古砺新环保有限责任公司新装315KVA变压器,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
17,2501-150624-60-01-542803,20251112170027559N,鄂托克旗棋盘井镇泰发祥物流园一期停车场建设充电桩项目,加油站、加气站、充电桩项目备案,批复
17,2504-150304-04-05-893674,20251112165804542N,乌达区城市公共供水管网漏损治理改造工程（巴音赛街以北、爱民街以南片区）,城乡建设领域初步设计审批,批复
17,2311-150105-04-01-432243,20251112165056504N,呼和浩特航天经济开发区10万平米标准厂房建设项目,工业项目备案（发改）,批复
23,2511-150421-04-01-616866,20251112124515462N,智创正洁能源科技(呼和浩特市)有限公司天山口镇平安地村王晓亮非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
23,2511-150421-04-01-472552,20251112124254460N,智创正洁能源科技(呼和浩特市)有限公司天山口镇柳家段村程目霞非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
23,2412-150702-04-01-680900,20251112124053457N,青少年人工智能科技发展教育园(一期）,社会事业项目备案,批复
23,2511-150421-04-01-927543,20251112124008455N,智创正洁能源科技(呼和浩特市)有限公司先锋乡西山村纪春海非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
23,2511-150421-04-01-560317,20251112123756450N,智创正洁能源科技(呼和浩特市)有限公司巴彦花镇五一村张帅非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
23,2511-150421-04-01-168581,20251112123443448N,智创正洁能源科技(呼和浩特市)有限公司乌兰哈达乡双山堡村谢志慧非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
23,2511-150421-04-01-207321,20251112123033437N,智创正洁能源科技(呼和浩特市)有限公司巴彦花镇胜利村高娃非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
23,2511-150421-04-01-647132,20251112122753435N,智创正洁能源科技(呼和浩特市)有限公司天山口镇三段村单玉林非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
23,2511-150421-04-01-366000,20251112122439433N,智创正洁能源科技(呼和浩特市)有限公司天山口镇三段村顾守强非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
23,2511-150421-04-01-106059,20251112121953431N,智创正洁能源科技(呼和浩特市)有限公司巴彦花镇王爷伙房村张富非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
4,2510-150105-04-01-190678,20251014155239717N,赛罕区城镇生活垃圾体系建设项目,城镇污水和生活垃圾处理（除垃圾发电外）项目项目建议书审批,批复
4,2510-150928-04-05-788881,20251014155233715N,察右后旗阿贵庙增容一台变压器,能源类的项目备案,批复
4,2503-150302-07-02-644532,20251014155219712N,乌海市华信煤焦化有限公司100万吨/年焦化技改工程环保综合技术改造项目,工业项目备案（工信）,批复
4,2510-152531-04-01-399333,20251014155153708N,多伦县氟兴诺商贸有限公司白家营子萤石矿扩建项目,工业项目备案（发改）,批复
4,2511-150626-99-05-262440,20251014155124705N,鄂尔多斯市达兴工程服务有限公司肉牛养殖场项目,农牧业项目备案,批复
4,2510-150524-60-01-205967,20251014154955701N,内蒙古库伦旗50MW风电自发自用工业智算与钙钛矿实验室项目自建输变电工程,《核准目录（2017）》规定的除国务院投资主管部门、自治区投资主管部门核准外，其余电网工程项目核准,不予许可
4,2509-150702-04-01-664330,20251014154646685N,海拉尔区新能源汽车充电站建设项目,加油站、加气站、充电桩项目备案,批复
4,2509-150702-04-01-767826,20251014154527622N,呼伦贝尔海拉尔新能源汽车充电站建设项目,加油站、加气站、充电桩项目备案,批复
4,2509-150702-04-01-727773,20251014154353619N,内蒙古探金咨询管理有限公司海拉尔区新能源汽车充电站建设项目,加油站、加气站、充电桩项目备案,批复
4,2510-150526-04-01-857465,20251014154327616N,扎鲁特旗鲁北污水处理厂污水资源化利用设施建设项目,环资类备案,批复
39,2510-150929-04-02-686401,20251111092817942N,四子王旗工人文化宫改造工程建设项目,政府投资社会事业项目可行性研究报告审批,批复
39,2511-150103-04-01-602377,20251111092552927N,内蒙古自治区呼和浩特热电厂新能源重卡充电站,加油站、加气站、充电桩项目备案,批复
39,2510-150271-04-01-900054,20251111091858890N,远景零碳智造基地（风电产业园）标准化厂房项目,社会事业项目备案,批复
39,2312-150981-04-01-868798,20251111091447875N,年产4万吨锂电池负极材料2万吨等静压高纯石墨材料、煅烧炉烟气余热发电综合能源利用及数字化工场建设项目,工业项目备案（发改）,
39,2511-150571-04-01-336235,20251111091008870N,国网蒙东通辽新城区供电分公司生产综合楼配套用房建设项目,依据现行政策由企业投资的项目备案,批复
39,2511-150428-04-01-521788,20251111090704849N,王爷府镇大庙村2026年以工代赈河道治理项目,以工代赈示范类项目可行性研究报告审批,批复
39,2510-150425-04-01-827846,20251111090235837N,克什克腾旗达来诺日镇生态家庭牧场建设项目,农林牧水项目备案,批复
39,2511-150425-07-02-337155,20251111085426648N,内蒙古大唐国际克什克腾煤制天然气有限责任公司低温甲醇洗排放气甲烷回收项目,工业项目备案（工信）,批复
39,2511-150423-04-01-730141,20251111083858614N,巴林右旗查干诺尔镇楼子嘎查以工代赈通组路项目,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
39,2511-150784-04-01-118039,20251111080825549N,古纳国际酒店布草洗涤车间建设项目,旗县产业类项目备案,批复
54,2511-150922-04-01-904028,20251107175042327N,化德县殡仪馆附属工程建设项目,政府投资社会事业项目项目建议书审批,批复
54,2511-150922-04-01-664471,20251107174035319N,化德县新建公办敬老院建设项目,政府投资社会事业项目项目建议书审批,批复
54,2511-150923-04-01-165870,20251107173109200N,商都县屯垦队镇防洪排水沟以工代赈项目,大中型病险水闸除险加固工程项目建议书审批,批复
54,2511-152221-04-01-147688,20251107172916197N,巴音居日合乌拉祭国家级非遗文化保护中心项目,社会事业项目备案,批复
54,2511-152201-04-01-261417,20251107171434142N,兴安盟福达新能源综合服务一体站配套停车场项目,旗县产业类项目备案,批复
54,2511-150525-04-01-256720,20251107171141140N,大沁他拉镇西湖村水泥路及街角硬化以工代赈建设项目,政府投资社会事业项目可行性研究报告审批,批复
54,2511-150423-04-01-378145,20251107171111138N,巴林右旗查干诺尔镇查干诺尔嘎查以工代赈通组路项目,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目项目建议书审批,批复
54,2511-150423-04-01-730141,20251107170554127N,巴林右旗查干诺尔镇楼子嘎查以工代赈通组路项目,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目项目建议书审批,批复
54,2511-150821-04-01-263036,20251107170534125N,五原县聚锦·御府世家小区二期建设项目,房地产项目备案,批复
54,2511-150525-04-03-220354,20251107165059749N,奈曼旗蒙医医院新址设备购置项目,政府投资社会事业项目可行性研究报告审批,批复
